id,family,genus,taxon,trait,dstate,value,units,N
9405,Campanulaceae,Nemacladus,Nemacladus montanus,Low elevation,NA,300,m,1
9406,Campanulaceae,Nemacladus,Nemacladus pinnatifidus,Low elevation,NA,300,m,1
9407,Campanulaceae,Nemacladus,Nemacladus ramosissimus,Low elevation,NA,100,m,1
9408,Campanulaceae,Nemacladus,Nemacladus rigidus,Low elevation,NA,200,m,1
9409,Campanulaceae,Nemacladus,Nemacladus rubescens,Low elevation,NA,0,m,1
9410,Campanulaceae,Nemacladus,Nemacladus secundiflorus,Low elevation,NA,200,m,1
9411,Campanulaceae,Nemacladus,Nemacladus sigmoideus,Low elevation,NA,0,m,1
9412,Campanulaceae,Nemacladus,Nemacladus twisselmannii,Low elevation,NA,2400,m,1
9413,Hydrophyllaceae,Nemophila,Nemophila breviflora,Low elevation,NA,1500,m,1
9414,Hydrophyllaceae,Nemophila,Nemophila heterophylla,Low elevation,NA,0,m,1
9415,Hydrophyllaceae,Nemophila,Nemophila menziesii var. atomaria,Low elevation,NA,0,m,1
9416,Hydrophyllaceae,Nemophila,Nemophila menziesii var. integrifolia,Low elevation,NA,100,m,1
9417,Hydrophyllaceae,Nemophila,Nemophila menziesii var. menziesii,Low elevation,NA,0,m,1
9418,Hydrophyllaceae,Nemophila,Nemophila parviflora var. austiniae,Low elevation,NA,1100,m,1
9419,Hydrophyllaceae,Nemophila,Nemophila parviflora var. parviflora,Low elevation,NA,0,m,1
9420,Hydrophyllaceae,Nemophila,Nemophila parviflora var. quercifolia,Low elevation,NA,700,m,1
9421,Hydrophyllaceae,Nemophila,Nemophila pedunculata,Low elevation,NA,0,m,1
9422,Hydrophyllaceae,Nemophila,Nemophila pulchella,Low elevation,NA,100,m,1
9423,Hydrophyllaceae,Nemophila,Nemophila pulchella var. fremontii,Low elevation,NA,400,m,1
9424,Hydrophyllaceae,Nemophila,Nemophila pulchella var. gracilis,Low elevation,NA,100,m,1
9425,Hydrophyllaceae,Nemophila,Nemophila pulchella var. pulchella,Low elevation,NA,100,m,1
9426,Hydrophyllaceae,Nemophila,Nemophila spatulata,Low elevation,NA,1100,m,1
9427,Poaceae,Neostapfia,Neostapfia colusana,Low elevation,NA,0,m,1
9428,Lamiaceae,Nepeta,Nepeta cataria,Low elevation,NA,0,m,1
9429,Solanaceae,Nicandra,Nicandra physalodes,Low elevation,NA,0,m,1
9430,Asteraceae,Nicolletia,Nicolletia occidentalis,Low elevation,NA,600,m,1
9431,Solanaceae,Nicotiana,Nicotiana clevelandii,Low elevation,NA,0,m,1
9432,Solanaceae,Nicotiana,Nicotiana sylvestris,Low elevation,NA,0,m,1
9433,Chenopodiaceae,Nitrophila,Nitrophila mohavensis,Low elevation,NA,600,m,1
9434,Chenopodiaceae,Nitrophila,Nitrophila occidentalis,Low elevation,NA,0,m,1
9435,Liliaceae,Nolina,Nolina bigelovii,Low elevation,NA,300,m,1
9436,Liliaceae,Nolina,Nolina interrata,Low elevation,NA,200,m,1
9437,Asteraceae,Nothocalais,Nothocalais alpestris,Low elevation,NA,1800,m,1
9438,Asteraceae,Nothocalais,Nothocalais troximoides,Low elevation,NA,700,m,1
9439,Pteridaceae,Notholaena,Notholaena californica,Low elevation,NA,200,m,1
9440,Liliaceae,Nothoscordum,Nothoscordum inodorum,Low elevation,NA,0,m,1
9441,Nymphaeaceae,Nuphar,Nuphar lutea ssp. polysepala,Low elevation,NA,0,m,1
9442,Nymphaeaceae,Nymphaea,Nymphaea mexicana,Low elevation,NA,0,m,1
9443,Nymphaeaceae,Nymphaea,Nymphaea odorata,Low elevation,NA,0,m,1
9444,Menyanthaceae,Nymphoides,Nymphoides peltata,Low elevation,NA,1100,m,1
9445,Apiaceae,Oenanthe,Oenanthe pimpinelloides,Low elevation,NA,1400,m,1
9446,Onagraceae,Oenothera,Oenothera biennis,Low elevation,NA,0,m,1
9447,Onagraceae,Oenothera,Oenothera caespitosa,Low elevation,NA,1100,m,1
9448,Onagraceae,Oenothera,Oenothera caespitosa ssp. crinita,Low elevation,NA,1100,m,1
9449,Onagraceae,Oenothera,Oenothera caespitosa ssp. marginata,Low elevation,NA,0,m,1
9450,Onagraceae,Oenothera,Oenothera californica ssp. avita,Low elevation,NA,800,m,1
9451,Onagraceae,Oenothera,Oenothera californica ssp. californica,Low elevation,NA,0,m,1
9452,Onagraceae,Oenothera,Oenothera californica ssp. eurekensis,Low elevation,NA,900,m,1
9453,Onagraceae,Oenothera,Oenothera deltoides ssp. cognata,Low elevation,NA,0,m,1
9454,Onagraceae,Oenothera,Oenothera deltoides ssp. deltoides,Low elevation,NA,0,m,1
9455,Onagraceae,Oenothera,Oenothera deltoides ssp. piperi,Low elevation,NA,800,m,1
9456,Onagraceae,Oenothera,Oenothera elata,Low elevation,NA,0,m,1
9457,Onagraceae,Oenothera,Oenothera elata ssp. hirsutissima,Low elevation,NA,0,m,1
9458,Onagraceae,Oenothera,Oenothera elata ssp. hookeri,Low elevation,NA,0,m,1
9459,Onagraceae,Oenothera,Oenothera flava ssp. flava,Low elevation,NA,900,m,1
9460,Onagraceae,Oenothera,Oenothera glazioviana,Low elevation,NA,0,m,1
9461,Onagraceae,Oenothera,Oenothera laciniata,Low elevation,NA,0,m,1
9462,Onagraceae,Oenothera,Oenothera longissima,Low elevation,NA,1000,m,1
9463,Onagraceae,Oenothera,Oenothera primiveris ssp. bufonis,Low elevation,NA,0,m,1
9464,Onagraceae,Oenothera,Oenothera primiveris ssp. primiveris,Low elevation,NA,0,m,1
9465,Onagraceae,Oenothera,Oenothera pubescens,Low elevation,NA,600,m,1
9466,Onagraceae,Oenothera,Oenothera rosea,Low elevation,NA,0,m,1
9467,Onagraceae,Oenothera,Oenothera speciosa,Low elevation,NA,0,m,1
9468,Onagraceae,Oenothera,Oenothera stricta ssp. stricta,Low elevation,NA,0,m,1
9469,Onagraceae,Oenothera,Oenothera villosa ssp. strigosa,Low elevation,NA,500,m,1
9470,Onagraceae,Oenothera,Oenothera xylocarpa,Low elevation,NA,2200,m,1
9471,Oleaceae,Olea,Olea europaea,Low elevation,NA,0,m,1
9472,Resedaceae,Oligomeris,Oligomeris linifolia,Low elevation,NA,0,m,1
9473,Fabaceae,Olneya,Olneya tesota,Low elevation,NA,0,m,1
9474,Fabaceae,Onobrychis,Onobrychis viciifolia,Low elevation,NA,900,m,1
9475,Asteraceae,Onopordum,Onopordum acanthium ssp. acanthium,Low elevation,NA,0,m,1
9476,Asteraceae,Onopordum,Onopordum illyricum,Low elevation,NA,0,m,1
9477,Asteraceae,Onopordum,Onopordum tauricum,Low elevation,NA,0,m,1
9478,Ophioglossaceae,Ophioglossum,Ophioglossum californicum,Low elevation,NA,0,m,1
9479,Ophioglossaceae,Ophioglossum,Ophioglossum pusillum,Low elevation,NA,1000,m,1
9480,Cactaceae,Opuntia,Opuntia X-fosbergii,Low elevation,NA,300,m,1
9481,Cactaceae,Opuntia,Opuntia X-munzii,Low elevation,NA,100,m,1
9482,Cactaceae,Opuntia,Opuntia X-occidentalis,Low elevation,NA,0,m,1
9483,Cactaceae,Opuntia,Opuntia X-vaseyi,Low elevation,NA,200,m,1
9484,Cactaceae,Opuntia,Opuntia basilaris,Low elevation,NA,100,m,1
9485,Cactaceae,Opuntia,Opuntia basilaris var. treleasei,Low elevation,NA,100,m,1
9486,Cactaceae,Opuntia,Opuntia bigelovii,Low elevation,NA,0,m,1
9487,Cactaceae,Opuntia,Opuntia chlorotica,Low elevation,NA,600,m,1
9488,Cactaceae,Opuntia,Opuntia echinocarpa,Low elevation,NA,300,m,1
9489,Cactaceae,Opuntia,Opuntia engelmannii var. engelmannii,Low elevation,NA,900,m,1
9490,Cactaceae,Opuntia,Opuntia erinacea,Low elevation,NA,900,m,1
9491,Cactaceae,Opuntia,Opuntia erinacea var. erinacea,Low elevation,NA,900,m,1
9492,Cactaceae,Opuntia,Opuntia erinacea var. utahensis,Low elevation,NA,2000,m,1
9493,Cactaceae,Opuntia,Opuntia ficus-indica,Low elevation,NA,0,m,1
9494,Cactaceae,Opuntia,Opuntia fragilis,Low elevation,NA,800,m,1
9495,Cactaceae,Opuntia,Opuntia oricola,Low elevation,NA,0,m,1
9496,Cactaceae,Opuntia,Opuntia parishii,Low elevation,NA,900,m,1
9497,Cactaceae,Opuntia,Opuntia parryi,Low elevation,NA,0,m,1
9498,Cactaceae,Opuntia,Opuntia phaeacantha,Low elevation,NA,0,m,1
9499,Cactaceae,Opuntia,Opuntia prolifera,Low elevation,NA,0,m,1
9500,Cactaceae,Opuntia,Opuntia pulchella,Low elevation,NA,1500,m,1
9501,Cactaceae,Opuntia,Opuntia ramosissima,Low elevation,NA,0,m,1
9502,Cactaceae,Opuntia,Opuntia wolfii,Low elevation,NA,300,m,1
9503,Poaceae,Orcuttia,Orcuttia californica,Low elevation,NA,0,m,1
9504,Poaceae,Orcuttia,Orcuttia inaequalis,Low elevation,NA,0,m,1
9505,Poaceae,Orcuttia,Orcuttia pilosa,Low elevation,NA,0,m,1
9506,Poaceae,Orcuttia,Orcuttia tenuis,Low elevation,NA,200,m,1
9507,Poaceae,Orcuttia,Orcuttia viscida,Low elevation,NA,0,m,1
9508,Apiaceae,Oreonana,Oreonana clementis,Low elevation,NA,1700,m,1
9509,Apiaceae,Oreonana,Oreonana purpurascens,Low elevation,NA,2500,m,1
9510,Apiaceae,Oreonana,Oreonana vestita,Low elevation,NA,2400,m,1
9511,Lamiaceae,Origanum,Origanum vulgare,Low elevation,NA,0,m,1
9512,Fabaceae,Ornithopus,Ornithopus pinnatus,Low elevation,NA,100,m,1
9513,Fabaceae,Ornithopus,Ornithopus sativus,Low elevation,NA,100,m,1
9514,Ericaceae,Ornithostaphylos,Ornithostaphylos oppositifolia,Low elevation,NA,100,m,1
9515,Orobanchaceae,Orobanche,Orobanche californica,Low elevation,NA,0,m,1
9516,Orobanchaceae,Orobanche,Orobanche californica ssp. feudgei,Low elevation,NA,700,m,1
9517,Orobanchaceae,Orobanche,Orobanche californica ssp. grandis,Low elevation,NA,0,m,1
9518,Orobanchaceae,Orobanche,Orobanche californica ssp. grayana,Low elevation,NA,1200,m,1
9519,Orobanchaceae,Orobanche,Orobanche californica ssp. jepsonii,Low elevation,NA,0,m,1
9520,Orobanchaceae,Orobanche,Orobanche corymbosa,Low elevation,NA,1200,m,1
9521,Orobanchaceae,Orobanche,Orobanche parishii,Low elevation,NA,0,m,1
9522,Orobanchaceae,Orobanche,Orobanche parishii ssp. brachyloba,Low elevation,NA,0,m,1
9523,Orobanchaceae,Orobanche,Orobanche parishii ssp. parishii,Low elevation,NA,0,m,1
9524,Orobanchaceae,Orobanche,Orobanche pinorum,Low elevation,NA,0,m,1
9525,Orobanchaceae,Orobanche,Orobanche ramosa,Low elevation,NA,0,m,1
9526,Orobanchaceae,Orobanche,Orobanche valida,Low elevation,NA,0,m,1
9527,Orobanchaceae,Orobanche,Orobanche valida ssp. howellii,Low elevation,NA,200,m,1
9528,Orobanchaceae,Orobanche,Orobanche valida ssp. valida,Low elevation,NA,1200,m,1
9529,Orobanchaceae,Orobanche,Orobanche vallicola,Low elevation,NA,0,m,1
9530,Asteraceae,Orochaenactis,Orochaenactis thysanocarpha,Low elevation,NA,2200,m,1
9531,Apiaceae,Orogenia,Orogenia fusiformis,Low elevation,NA,1500,m,1
9532,Scrophulariaceae,Orthocarpus,Orthocarpus bracteosus,Low elevation,NA,500,m,1
9533,Scrophulariaceae,Orthocarpus,Orthocarpus cuspidatus,Low elevation,NA,700,m,1
9534,Scrophulariaceae,Orthocarpus,Orthocarpus cuspidatus ssp. copelandii,Low elevation,NA,1300,m,1
9535,Scrophulariaceae,Orthocarpus,Orthocarpus cuspidatus ssp. cryptanthus,Low elevation,NA,1500,m,1
9536,Scrophulariaceae,Orthocarpus,Orthocarpus cuspidatus ssp. cuspidatus,Low elevation,NA,700,m,1
9537,Scrophulariaceae,Orthocarpus,Orthocarpus imbricatus,Low elevation,NA,1600,m,1
9538,Scrophulariaceae,Orthocarpus,Orthocarpus luteus,Low elevation,NA,1500,m,1
9539,Solanaceae,Oryctes,Oryctes nevadensis,Low elevation,NA,1200,m,1
9540,Poaceae,Oryza,Oryza sativa,Low elevation,NA,0,m,1
9541,Asteraceae,Osmadenia,Osmadenia tenella,Low elevation,NA,0,m,1
9542,Apiaceae,Osmorhiza,Osmorhiza depauperata,Low elevation,NA,500,m,1
9543,Apiaceae,Osmorhiza,Osmorhiza purpurea,Low elevation,NA,100,m,1
9544,Asteraceae,Osteospermum,Osteospermum ecklonis,Low elevation,NA,0,m,1
9545,Hydrocharitaceae,Ottelia,Ottelia alismoides,Low elevation,NA,0,m,1
9546,Oxalidaceae,Oxalis,Oxalis albicans,Low elevation,NA,0,m,1
9547,Oxalidaceae,Oxalis,Oxalis albicans ssp. californica,Low elevation,NA,0,m,1
9548,Oxalidaceae,Oxalis,Oxalis hirta,Low elevation,NA,0,m,1
9549,Oxalidaceae,Oxalis,Oxalis incarnata,Low elevation,NA,0,m,1
9550,Oxalidaceae,Oxalis,Oxalis latifolia,Low elevation,NA,0,m,1
9551,Oxalidaceae,Oxalis,Oxalis pes-caprae,Low elevation,NA,0,m,1
9552,Oxalidaceae,Oxalis,Oxalis purpurea,Low elevation,NA,0,m,1
9553,Oxalidaceae,Oxalis,Oxalis rubra,Low elevation,NA,0,m,1
9554,Oxalidaceae,Oxalis,Oxalis suksdorfii,Low elevation,NA,0,m,1
9555,Apiaceae,Oxypolis,Oxypolis occidentalis,Low elevation,NA,1200,m,1
9556,Capparaceae,Oxystylis,Oxystylis lutea,Low elevation,NA,600,m,1
9557,Polygonaceae,Oxytheca,Oxytheca caryophylloides,Low elevation,NA,1200,m,1
9558,Polygonaceae,Oxytheca,Oxytheca dendroidea ssp. dendroidea,Low elevation,NA,1200,m,1
9559,Polygonaceae,Oxytheca,Oxytheca emarginata,Low elevation,NA,1200,m,1
9560,Polygonaceae,Oxytheca,Oxytheca parishii,Low elevation,NA,1300,m,1
9561,Polygonaceae,Oxytheca,Oxytheca parishii var. abramsii,Low elevation,NA,1700,m,1
9562,Polygonaceae,Oxytheca,Oxytheca parishii var. cienegensis,Low elevation,NA,2100,m,1
9563,Polygonaceae,Oxytheca,Oxytheca parishii var. goodmaniana,Low elevation,NA,1300,m,1
9564,Polygonaceae,Oxytheca,Oxytheca parishii var. parishii,Low elevation,NA,2000,m,1
9565,Polygonaceae,Oxytheca,Oxytheca trilobata,Low elevation,NA,700,m,1
9566,Polygonaceae,Oxytheca,Oxytheca watsonii,Low elevation,NA,1200,m,1
9567,Fabaceae,Oxytropis,Oxytropis borealis var. viscida,Low elevation,NA,1200,m,1
9568,Fabaceae,Oxytropis,Oxytropis deflexa var. sericea,Low elevation,NA,2800,m,1
9569,Fabaceae,Oxytropis,Oxytropis oreophila var. oreophila,Low elevation,NA,3400,m,1
9570,Fabaceae,Oxytropis,Oxytropis parryi,Low elevation,NA,3400,m,1
9571,Asteraceae,Palafoxia,Palafoxia arida,Low elevation,NA,0,m,1
9572,Asteraceae,Palafoxia,Palafoxia arida var. gigantea,Low elevation,NA,0,m,1
9573,Poaceae,Panicum,Panicum acuminatum,Low elevation,NA,0,m,1
9574,Poaceae,Panicum,Panicum acuminatum var. acuminatum,Low elevation,NA,0,m,1
9575,Poaceae,Panicum,Panicum acuminatum var. lindheimeri,Low elevation,NA,0,m,1
9576,Poaceae,Panicum,Panicum antidotale,Low elevation,NA,0,m,1
9577,Poaceae,Panicum,Panicum capillare,Low elevation,NA,0,m,1
9578,Poaceae,Panicum,Panicum dichotomiflorum,Low elevation,NA,0,m,1
9579,Poaceae,Panicum,Panicum hillmanii,Low elevation,NA,0,m,1
9580,Poaceae,Panicum,Panicum hirticaule,Low elevation,NA,0,m,1
9581,Poaceae,Panicum,Panicum miliaceum,Low elevation,NA,0,m,1
9582,Poaceae,Panicum,Panicum oligosanthes var. scribnerianum,Low elevation,NA,0,m,1
9583,Poaceae,Panicum,Panicum urvilleanum,Low elevation,NA,0,m,1
9584,Papaveraceae,Papaver,Papaver argemone,Low elevation,NA,0,m,1
9585,Papaveraceae,Papaver,Papaver rhoeas,Low elevation,NA,0,m,1
9586,Papaveraceae,Papaver,Papaver somniferum,Low elevation,NA,0,m,1
9587,Poaceae,Parapholis,Parapholis incurva,Low elevation,NA,0,m,1
9588,Poaceae,Parapholis,Parapholis strigosa,Low elevation,NA,0,m,1
9589,Scrophulariaceae,Parentucellia,Parentucellia latifolia,Low elevation,NA,100,m,1
9590,Urticaceae,Parietaria,Parietaria hespera,Low elevation,NA,0,m,1
9591,Urticaceae,Parietaria,Parietaria hespera var. californica,Low elevation,NA,0,m,1
9592,Urticaceae,Parietaria,Parietaria hespera var. hespera,Low elevation,NA,0,m,1
9593,Urticaceae,Parietaria,Parietaria judaica,Low elevation,NA,0,m,1
9594,Urticaceae,Parietaria,Parietaria pensylvanica,Low elevation,NA,0,m,1
9595,Campanulaceae,Parishella,Parishella californica,Low elevation,NA,600,m,1
9596,Saxifragaceae,Parnassia,Parnassia californica,Low elevation,NA,0,m,1
9597,Saxifragaceae,Parnassia,Parnassia cirrata,Low elevation,NA,0,m,1
9598,Saxifragaceae,Parnassia,Parnassia fimbriata,Low elevation,NA,0,m,1
9599,Saxifragaceae,Parnassia,Parnassia parviflora,Low elevation,NA,0,m,1
9600,Caryophyllaceae,Paronychia,Paronychia ahartii,Low elevation,NA,0,m,1
9601,Caryophyllaceae,Paronychia,Paronychia echinulata var. echinulata,Low elevation,NA,0,m,1
9602,Caryophyllaceae,Paronychia,Paronychia franciscana,Low elevation,NA,0,m,1
9603,Vitaceae,Parthenocissus,Parthenocissus vitacea,Low elevation,NA,0,m,1
9604,Crassulaceae,Parvisedum,Parvisedum congdonii,Low elevation,NA,0,m,1
9605,Crassulaceae,Parvisedum,Parvisedum leiocarpum,Low elevation,NA,500,m,1
9606,Crassulaceae,Parvisedum,Parvisedum pentandrum,Low elevation,NA,300,m,1
9607,Poaceae,Pascopyrum,Pascopyrum smithii,Low elevation,NA,1500,m,1
9608,Poaceae,Paspalum,Paspalum distichum,Low elevation,NA,0,m,1
9609,Poaceae,Paspalum,Paspalum notatum,Low elevation,NA,0,m,1
9610,Poaceae,Paspalum,Paspalum urvillei,Low elevation,NA,0,m,1
9611,Apiaceae,Pastinaca,Pastinaca sativa,Low elevation,NA,0,m,1
9612,Celastraceae,Paxistima,Paxistima myrsinites,Low elevation,NA,600,m,1
9613,Boraginaceae,Pectocarya,Pectocarya heterocarpa,Low elevation,NA,0,m,1
9614,Boraginaceae,Pectocarya,Pectocarya linearis ssp. ferocula,Low elevation,NA,0,m,1
9615,Boraginaceae,Pectocarya,Pectocarya peninsularis,Low elevation,NA,0,m,1
9616,Boraginaceae,Pectocarya,Pectocarya pusilla,Low elevation,NA,100,m,1
9617,Boraginaceae,Pectocarya,Pectocarya recurvata,Low elevation,NA,0,m,1
9618,Boraginaceae,Pectocarya,Pectocarya setosa,Low elevation,NA,100,m,1
9619,Scrophulariaceae,Pedicularis,Pedicularis bracteosa var. flavida,Low elevation,NA,1200,m,1
9620,Scrophulariaceae,Pedicularis,Pedicularis centranthera,Low elevation,NA,1300,m,1
9621,Scrophulariaceae,Pedicularis,Pedicularis contorta,Low elevation,NA,1600,m,1
9622,Scrophulariaceae,Pedicularis,Pedicularis crenulata,Low elevation,NA,2100,m,1
9623,Scrophulariaceae,Pedicularis,Pedicularis dudleyi,Low elevation,NA,0,m,1
9624,Scrophulariaceae,Pedicularis,Pedicularis howellii,Low elevation,NA,1500,m,1
9625,Scrophulariaceae,Pedicularis,Pedicularis racemosa,Low elevation,NA,900,m,1
9626,Scrophulariaceae,Pedicularis,Pedicularis semibarbata,Low elevation,NA,1500,m,1
9627,Fabaceae,Pediomelum,Pediomelum californicum,Low elevation,NA,1000,m,1
9628,Fabaceae,Pediomelum,Pediomelum castoreum,Low elevation,NA,0,m,1
9629,Geraniaceae,Pelargonium,Pelargonium X-domesticum,Low elevation,NA,0,m,1
9630,Geraniaceae,Pelargonium,Pelargonium X-hortorum,Low elevation,NA,0,m,1
9631,Geraniaceae,Pelargonium,Pelargonium grossularioides,Low elevation,NA,0,m,1
9632,Geraniaceae,Pelargonium,Pelargonium inquinans,Low elevation,NA,0,m,1
9633,Geraniaceae,Pelargonium,Pelargonium panduriforme,Low elevation,NA,0,m,1
9634,Geraniaceae,Pelargonium,Pelargonium peltatum,Low elevation,NA,0,m,1
9635,Geraniaceae,Pelargonium,Pelargonium quercifolium,Low elevation,NA,0,m,1
9636,Geraniaceae,Pelargonium,Pelargonium vitifolium,Low elevation,NA,0,m,1
9637,Geraniaceae,Pelargonium,Pelargonium zonale,Low elevation,NA,0,m,1
9638,Pteridaceae,Pellaea,Pellaea andromedifolia,Low elevation,NA,0,m,1
9639,Pteridaceae,Pellaea,Pellaea brachyptera,Low elevation,NA,700,m,1
9640,Pteridaceae,Pellaea,Pellaea breweri,Low elevation,NA,1500,m,1
9641,Pteridaceae,Pellaea,Pellaea bridgesii,Low elevation,NA,1200,m,1
9642,Pteridaceae,Pellaea,Pellaea mucronata,Low elevation,NA,0,m,1
9643,Pteridaceae,Pellaea,Pellaea mucronata var. californica,Low elevation,NA,1800,m,1
9644,Pteridaceae,Pellaea,Pellaea mucronata var. mucronata,Low elevation,NA,0,m,1
9645,Pteridaceae,Pellaea,Pellaea truncata,Low elevation,NA,1200,m,1
9646,Araceae,Peltandra,Peltandra virginica,Low elevation,NA,0,m,1
9647,Poaceae,Pennisetum,Pennisetum clandestinum,Low elevation,NA,0,m,1
9648,Poaceae,Pennisetum,Pennisetum setaceum,Low elevation,NA,0,m,1
9649,Poaceae,Pennisetum,Pennisetum villosum,Low elevation,NA,0,m,1
9650,Scrophulariaceae,Penstemon,Penstemon albomarginatus,Low elevation,NA,700,m,1
9651,Scrophulariaceae,Penstemon,Penstemon azureus var. angustissimus,Low elevation,NA,300,m,1
9652,Scrophulariaceae,Penstemon,Penstemon azureus var. azureus,Low elevation,NA,500,m,1
9653,Scrophulariaceae,Penstemon,Penstemon barnebyi,Low elevation,NA,1500,m,1
9654,Scrophulariaceae,Penstemon,Penstemon bicolor,Low elevation,NA,700,m,1
9655,Scrophulariaceae,Penstemon,Penstemon caesius,Low elevation,NA,1800,m,1
9656,Scrophulariaceae,Penstemon,Penstemon calcareus,Low elevation,NA,1200,m,1
9657,Scrophulariaceae,Penstemon,Penstemon californicus,Low elevation,NA,1200,m,1
9658,Scrophulariaceae,Penstemon,Penstemon cinicola,Low elevation,NA,1200,m,1
9659,Scrophulariaceae,Penstemon,Penstemon clevelandii var. clevelandii,Low elevation,NA,400,m,1
9660,Scrophulariaceae,Penstemon,Penstemon clevelandii var. mohavensis,Low elevation,NA,400,m,1
9661,Scrophulariaceae,Penstemon,Penstemon deustus var. pedicellatus,Low elevation,NA,900,m,1
9662,Scrophulariaceae,Penstemon,Penstemon deustus var. suffrutescens,Low elevation,NA,600,m,1
9663,Scrophulariaceae,Penstemon,Penstemon eatonii,Low elevation,NA,1500,m,1
9664,Scrophulariaceae,Penstemon,Penstemon eatonii var. eatonii,Low elevation,NA,1500,m,1
9665,Scrophulariaceae,Penstemon,Penstemon filiformis,Low elevation,NA,400,m,1
9666,Scrophulariaceae,Penstemon,Penstemon floridus,Low elevation,NA,1000,m,1
9667,Scrophulariaceae,Penstemon,Penstemon floridus var. austinii,Low elevation,NA,1000,m,1
9668,Scrophulariaceae,Penstemon,Penstemon floridus var. floridus,Low elevation,NA,1600,m,1
9669,Scrophulariaceae,Penstemon,Penstemon fruticiformis,Low elevation,NA,1000,m,1
9670,Scrophulariaceae,Penstemon,Penstemon fruticiformis var. amargosae,Low elevation,NA,1000,m,1
9671,Scrophulariaceae,Penstemon,Penstemon fruticiformis var. fruticiformis,Low elevation,NA,1000,m,1
9672,Scrophulariaceae,Penstemon,Penstemon gracilentus,Low elevation,NA,1000,m,1
9673,Scrophulariaceae,Penstemon,Penstemon grinnellii var. grinnellii,Low elevation,NA,900,m,1
9674,Scrophulariaceae,Penstemon,Penstemon heterodoxus var. cephalophorus,Low elevation,NA,2100,m,1
9675,Scrophulariaceae,Penstemon,Penstemon heterodoxus var. heterodoxus,Low elevation,NA,2000,m,1
9676,Scrophulariaceae,Penstemon,Penstemon heterodoxus var. shastensis,Low elevation,NA,1100,m,1
9677,Scrophulariaceae,Penstemon,Penstemon heterophyllus var. australis,Low elevation,NA,0,m,1
9678,Scrophulariaceae,Penstemon,Penstemon heterophyllus var. heterophyllus,Low elevation,NA,0,m,1
9679,Scrophulariaceae,Penstemon,Penstemon heterophyllus var. purdyi,Low elevation,NA,0,m,1
9680,Scrophulariaceae,Penstemon,Penstemon humilis var. humilis,Low elevation,NA,1500,m,1
9681,Scrophulariaceae,Penstemon,Penstemon incertus,Low elevation,NA,1000,m,1
9682,Scrophulariaceae,Penstemon,Penstemon janishiae,Low elevation,NA,1300,m,1
9683,Scrophulariaceae,Penstemon,Penstemon labrosus,Low elevation,NA,1500,m,1
9684,Scrophulariaceae,Penstemon,Penstemon laetus var. laetus,Low elevation,NA,400,m,1
9685,Scrophulariaceae,Penstemon,Penstemon laetus var. sagittatus,Low elevation,NA,600,m,1
